study_id,first_name,middle_name,last_name,suffix,height,member,birth_date
S-1984,Kristy,Victoria,Mcdowell,DDS,169.8,1,1940-04-23
S-1985,Joseph,Jean,Stephenson,III,173.4,0,1945-10-15
S-1986,Marc,Patricia,Flores,Jr.,177.9,1,1944-12-19
S-1987,Jeffrey,Alex,Lee,Jr.,171.3,1,1942-11-09
S-1988,Clifford,Lauren,Martinez,Jr.,173.7,1,1942-11-15
S-1989,Alexander,Jennifer,Martinez,DDS,180.2,1,1941-11-11
S-1990,Christine,Patrick,Hutchinson,MD,174.1,1,1944-08-31
S-1991,David,Christopher,Dunn,MD,184.3,0,1946-06-05
S-1992,William,Joel,Kramer,MD,168.0,1,1944-05-02
S-1993,Charles,Heather,Horn,DDS,183.7,0,1947-01-07
S-1994,Roberta,Brian,Green,DDS,173.3,1,1943-06-18
S-1995,Kevin,Jade,Weber,MD,177.8,1,1944-10-04
S-1996,Jonathon,Bryan,Cross,DVM,173.0,0,1947-02-06
S-1997,Michael,Jerry,Cunningham,DVM,188.3,1,1947-03-20
S-1998,Jeffrey,John,Mcconnell,Jr.,178.9,1,1943-01-10
S-1999,Jeffrey,Jacob,King,Jr.,168.5,0,1946-06-06
S-2000,Jennifer,Misty,Brooks,MD,166.4,1,1946-07-22
S-2001,Catherine,Matthew,Warren,MD,180.4,0,1945-07-04
S-2002,Tammy,Kristin,Nielsen,DDS,180.8,0,1948-05-29
S-2003,Christine,Philip,Williams,DVM,166.9,0,1943-11-22
S-2004,Karen,Erica,Myers,MD,182.9,0,1944-02-03
S-2005,Christopher,Julia,Harris,Jr.,182.7,1,1949-01-07
S-2006,Michael,Stephen,Henderson,MD,173.0,0,1948-09-14
S-2007,Brittney,Tina,Douglas,DDS,167.8,0,1944-11-15
S-2008,Vincent,Samantha,Black,DVM,168.1,1,1942-07-28
S-2009,Kristine,Daniel,Fry,DVM,168.9,0,1944-05-05
S-2010,Brandi,Gabrielle,Perry,MD,174.6,1,1946-09-11
S-2011,James,Timothy,Cabrera,Jr.,186.3,0,1943-07-18
S-2012,Betty,Shelly,Francis,Jr.,181.7,1,1949-07-01
S-2013,Donald,Stephanie,Payne,PhD,192.0,0,1948-08-26
S-2014,Alyssa,Taylor,Garcia,MD,187.3,0,1949-09-06
S-2015,Courtney,Stephanie,Montgomery,MD,173.9,0,1949-12-04
S-2016,Robert,Shawna,Dougherty,DVM,170.1,1,1943-05-28
S-2017,Dustin,Linda,Jenkins,MD,181.3,0,1945-12-03
S-2018,Gabrielle,Amanda,Ward,Jr.,193.7,0,1942-08-23
S-2019,Karen,Danielle,Brown,Jr.,176.9,0,1947-12-31
S-2020,Morgan,Maria,Ward,Jr.,182.5,0,1946-07-30
S-2021,Roger,Donna,Bennett,PhD,167.3,0,1945-12-22
S-2022,Allison,Andrew,Miles,Jr.,184.1,1,1940-12-25
S-2023,Eric,Kristin,Watson,MD,177.1,1,1942-12-22
S-2024,Ricardo,Jeanne,Stone,Jr.,167.9,0,1943-11-08
S-2025,John,Mariah,Moore,MD,170.0,0,1947-05-30
S-2026,Jennifer,Jacqueline,Duncan,Jr.,170.7,1,1947-06-20
S-2027,Sarah,Lisa,Gutierrez,PhD,191.6,1,1944-09-06
S-2028,Michael,Laurie,Burton,DDS,172.1,1,1943-09-12
S-2029,Candice,Rachel,Owens,DDS,177.0,1,1941-05-21
S-2030,Martin,Juan,Martin,DDS,172.9,1,1941-05-05
S-2031,Tammy,Angela,Adams,Jr.,168.4,0,1946-03-12
S-2032,Albert,Rick,Taylor,DDS,175.0,0,1945-03-23
S-2033,Willie,Christopher,Miles,MD,184.9,1,1942-01-01
S-2034,Robert,Kristen,Gomez,MD,160.4,1,1945-08-12
S-2035,Eric,Matthew,Roberts,DDS,179.5,1,1945-01-19
S-2036,Steven,Russell,Mckenzie,MD,168.8,1,1948-01-03
S-2037,Jonathan,Christopher,Aguilar,PhD,173.4,0,1947-06-12
S-2038,Derek,Adam,Patterson,DDS,180.9,1,1946-06-15
S-2039,Tom,Jonathan,Munoz,MD,156.3,0,1941-05-05
S-2040,Sean,David,Sanchez,Jr.,166.6,0,1943-05-17
S-2041,Kathy,Sherry,Santiago,MD,167.2,0,1940-09-08
S-2042,Tracy,Sarah,Miller,Jr.,165.3,1,1946-08-16
S-2043,Isaac,Stacey,Kemp,MD,169.5,1,1940-08-11
S-2044,Scott,Keith,Lyons,MD,166.6,0,1940-09-27
S-2045,Mason,Pamela,Brown,MD,166.0,0,1943-01-01
S-2046,Jill,Hannah,Alexander,Jr.,165.6,0,1948-08-20
S-2047,Matthew,Alyssa,Kelly,Jr.,175.7,0,1940-01-31
S-2048,Larry,Lauren,King,Jr.,169.1,0,1946-04-11
S-2049,Kayla,Ronnie,Morris,DVM,186.0,1,1946-03-08
S-2050,Anthony,Anthony,Hunt,PhD,175.2,0,1948-04-07
S-2051,Kyle,Patrick,Chen,DDS,169.6,1,1943-10-26
S-2052,Shelly,Nicole,Morales,PhD,178.1,1,1943-08-08
S-2053,Emily,Robert,Dalton,MD,177.2,0,1948-09-15
S-2054,Emma,Laura,Hampton,Jr.,181.5,0,1949-05-03
S-2055,Pamela,Amanda,Banks,MD,163.6,1,1948-02-12
S-2056,Lydia,Parker,Dennis,Jr.,176.0,0,1941-11-01
S-2057,William,Gregory,James,MD,177.9,1,1941-04-16
S-2058,Maria,Anthony,Munoz,MD,175.6,0,1949-03-22
S-2059,Thomas,Tina,Hurst,DVM,178.1,1,1941-11-20
S-2060,Brandon,Linda,Garcia,DVM,188.2,0,1943-09-07
S-2061,Joseph,Jessica,Garcia,Jr.,182.4,1,1946-07-31
S-2062,Jose,Lori,Evans,MD,156.7,1,1947-05-26
S-2063,Matthew,Jason,Henry,IV,178.3,0,1941-12-14
S-2064,Christopher,Bruce,House,Jr.,188.9,0,1941-10-21
S-2065,Deborah,Alejandra,Leonard,MD,181.7,1,1946-10-03
S-2066,Dawn,Samuel,Brock,Jr.,177.2,0,1942-07-24
S-2067,Matthew,Ashley,Mathis,MD,178.6,1,1940-02-01
S-2068,Loretta,Paula,Carter,MD,171.1,1,1947-11-13
S-2069,Tina,Eric,Salazar,DDS,172.4,1,1943-12-15
S-2070,Kelsey,Stephen,Carter,Jr.,180.2,1,1946-09-04
S-2071,Anthony,Corey,Bell,DDS,166.8,1,1942-01-26
S-2072,Derek,Taylor,Morrison,PhD,186.3,1,1944-08-28
S-2073,Billy,Michelle,Jones,DDS,174.6,0,1949-01-11
S-2074,Matthew,Henry,Oneal,DDS,178.0,0,1945-12-07
S-2075,Elizabeth,Mark,Benson,DDS,175.7,1,1940-05-23
S-2076,Joseph,Teresa,Weaver,Jr.,169.5,0,1944-06-27
S-2077,Shaun,Jessica,Taylor,MD,166.3,1,1945-06-11
S-2078,Christopher,Jason,Butler,DDS,167.6,0,1943-07-03
S-2079,David,Ashley,Ho,MD,178.1,1,1943-12-09
S-2080,Danielle,James,Gonzalez,MD,173.8,1,1943-06-27
S-2081,Melissa,Anthony,Garcia,II,162.7,0,1949-08-29
S-2082,David,William,Tucker,IV,171.0,0,1944-07-17
S-2083,Tammy,Kathleen,Smith,MD,177.3,0,1944-03-17
S-2084,Gabriella,Justin,Adkins,DDS,180.7,1,1949-07-28
S-2085,Marc,Erin,White,DDS,185.9,1,1944-11-10
S-2086,Robert,Nancy,Gonzalez,DDS,168.9,1,1941-09-19
S-2087,Andrew,Lauren,Patel,MD,172.8,1,1943-03-22
S-2088,Denise,Christopher,Adams,Jr.,184.4,0,1943-06-18
S-2089,Brian,James,Sanders,MD,168.6,0,1946-04-07
S-2090,Emily,Teresa,Smith,PhD,184.5,1,1945-04-05
S-2091,Linda,Christopher,Moreno,Jr.,173.3,1,1946-02-01
S-2092,Jillian,Heidi,Martinez,Jr.,169.0,1,1947-09-17
S-2093,Nicole,Sheila,Martinez,MD,187.1,0,1941-11-17
S-2094,Kathryn,Mark,Harmon,MD,173.6,0,1948-10-19
S-2095,Amanda,Adam,Peterson,DVM,187.1,0,1948-10-04
S-2096,Rebecca,Donald,Bradley,Jr.,180.1,1,1945-07-23
S-2097,Brenda,Benjamin,Smith,DVM,181.1,0,1948-12-14
S-2098,Michael,Jeffery,Gilbert,DDS,174.1,1,1946-07-28
S-2099,Kevin,Isabella,Stewart,PhD,166.7,0,1948-03-09
S-2100,John,Angela,Scott,MD,171.1,0,1942-11-12
S-2101,Amy,Linda,Peterson,II,168.2,1,1943-11-06
S-2102,Yolanda,Tiffany,Deleon,Jr.,178.0,1,1946-10-21
S-2103,Daniel,Nicole,Krueger,PhD,179.6,0,1944-08-10
S-2104,Todd,Erica,Lopez,DDS,170.1,1,1945-08-13
S-2105,Amanda,Joseph,Riley,PhD,171.4,0,1943-08-28
S-2106,Brandi,Paula,Carroll,MD,184.8,0,1943-06-11
S-2107,Jeffrey,Robert,Hendricks,DDS,166.0,1,1946-12-21
S-2108,Rachel,Jessica,Case,PhD,163.5,0,1948-01-08
S-2109,Crystal,Eric,Gonzalez,Jr.,174.4,1,1944-03-29
S-2110,Tara,Melissa,Moore,PhD,177.0,0,1945-12-22
S-2111,Edward,Mark,Craig,PhD,189.0,1,1947-05-03
S-2112,Michelle,Michael,Bray,DDS,174.2,1,1942-06-11
S-2113,Ryan,Daniel,Shaw,Jr.,183.4,1,1949-03-02
S-2114,Kathleen,Ashley,Bean,MD,168.1,0,1944-05-08
S-2115,Jamie,Abigail,Cox,MD,167.0,1,1944-07-30
S-2116,Jasmine,Connie,Moreno,MD,183.2,0,1948-04-27
S-2117,Aaron,Patrick,Gutierrez,MD,165.1,0,1945-04-23
S-2118,Joanne,Mary,Montoya,DVM,176.0,0,1940-10-13
S-2119,Brooke,Robert,Walsh,DDS,161.1,0,1943-08-17
S-2120,Desiree,Emily,Harrell,MD,171.8,0,1940-05-28
S-2121,John,Donna,Barnes,DDS,177.6,1,1944-04-29
S-2122,Faith,Marcus,Charles,IV,183.4,1,1947-12-14
S-2123,Kelli,Kelli,Roberts,Jr.,178.8,0,1942-09-21
S-2124,Sandra,Allison,Ramirez,DVM,167.8,0,1945-03-08
S-2125,Kayla,David,Rios,DDS,172.2,0,1942-05-09
S-2126,Stacy,Eugene,Tate,PhD,165.5,1,1940-02-11
S-2127,Jamie,Howard,Moreno,Jr.,177.9,1,1948-12-14
S-2128,Katherine,Raymond,Gillespie,II,182.6,0,1947-01-09
S-2129,Kevin,Laura,Cox,DVM,172.7,0,1948-02-17
S-2130,Timothy,Julie,Johnson,Jr.,179.2,0,1947-04-16
S-2131,Benjamin,Charles,Guzman,DDS,178.3,1,1948-02-29
S-2132,Danielle,Ashley,Poole,Jr.,185.5,1,1946-01-17
S-2133,Christine,Ryan,Travis,DDS,170.3,1,1944-05-31
S-2134,Paula,Patricia,Martin,DVM,177.3,1,1941-09-26
S-2135,Sierra,Holly,Fox,DDS,164.6,1,1942-09-10
S-2136,Thomas,Matthew,Marshall,Jr.,174.4,0,1949-04-19
S-2137,Christine,Brianna,Green,Jr.,166.4,1,1947-02-02
S-2138,Christopher,Michael,Fleming,DVM,172.3,1,1945-02-10
S-2139,Jon,Stephanie,White,MD,180.9,0,1945-10-01
S-2140,Shirley,Kevin,Moore,MD,168.9,1,1945-07-13
S-2141,Melissa,Meghan,Powell,Jr.,165.8,1,1945-06-21
S-2142,Adriana,Shannon,Levine,PhD,176.2,0,1946-11-01
S-2143,Melanie,Sarah,Carter,PhD,173.0,0,1940-05-01
S-2144,Donald,Terri,Rhodes,PhD,174.2,0,1945-11-13
S-2145,Michael,Erin,Barrera,DVM,177.2,1,1949-03-10
S-2146,Kelli,Travis,Hall,MD,182.1,1,1944-06-26
S-2147,Elaine,Kyle,Martinez,Jr.,175.7,1,1941-03-19
S-2148,Erin,Caleb,Burton,DDS,167.5,1,1947-01-20
S-2149,Felicia,Mary,Mitchell,MD,165.4,0,1943-03-07
S-2150,Crystal,Michael,Bentley,PhD,167.1,1,1945-11-10
S-2151,Michael,Richard,Gutierrez,MD,180.2,0,1945-04-03
S-2152,Robert,Edward,Duncan,Jr.,180.2,0,1941-10-07
S-2153,Dawn,Jennifer,Aguilar,DDS,175.2,1,1943-12-23
S-2154,William,Anthony,Smith,DDS,1.8090000000000002,1,1948-01-15
S-2155,Garrett,Jackson,James,MD,160.3,1,1943-02-25
S-2156,Donald,Ana,Morales,PhD,170.8,1,1946-03-28
S-2157,Lauren,Zachary,Fleming,DDS,182.1,0,1949-08-10
S-2158,Nicholas,Tara,Rivera,MD,173.0,0,1941-11-18
S-2159,Daniel,Tracy,Campbell,DVM,171.0,0,1940-12-07
S-2160,Zachary,Kevin,Vargas,II,172.9,0,1943-11-14
S-2161,Mario,Anne,Sanders,PhD,188.8,0,1940-04-30
S-2162,Mary,Joseph,Thomas,DDS,170.1,1,1949-05-15
S-2163,Adriana,Kathryn,Dillon,II,172.9,1,1944-11-07
S-2164,Andrea,David,Barnes,MD,186.3,0,1946-10-15
S-2165,Paige,David,West,Jr.,172.9,1,1945-08-23
S-2166,Natalie,Anthony,Reed,DDS,176.4,0,1942-07-02
S-2167,Samuel,Alicia,Solomon,DVM,168.3,0,1941-04-08
S-2168,Erin,Hannah,Johnson,Jr.,184.1,1,1944-05-29
S-2169,David,Roger,Farmer,Jr.,168.3,1,1947-05-03
S-2170,Jessica,Leon,Williams,MD,185.0,0,1941-10-27
S-2171,Julie,Victor,Wang,Jr.,181.1,0,1945-03-02
S-2172,Danny,Joseph,Moran,MD,174.9,0,1945-07-17
S-2173,Edwin,Daniel,Webb,Jr.,178.2,1,1944-07-01
S-2174,Anthony,John,Maddox,MD,179.3,0,1947-09-11
S-2175,Amy,Steven,Brown,MD,172.7,0,1949-11-20
S-2176,Michael,Olivia,Allen,Jr.,183.3,0,1940-06-24
S-2177,Sarah,Steven,Kerr,MD,190.0,1,1941-07-18
S-2178,Tina,Andrew,Gordon,MD,173.0,1,1943-12-10
S-2179,Joseph,Sheri,Pham,DDS,177.1,1,1948-02-24
S-2180,Richard,Cheryl,Powell,MD,168.0,1,1942-03-18
S-2181,Emily,Anna,Davis,Jr.,173.1,0,1940-04-10
S-2182,Jeremy,Terri,Rios,MD,180.0,1,1949-11-10
S-2183,Rachel,Patrick,Moore,MD,173.6,0,1946-03-15
S-2184,Mark,Eric,Choi,II,172.8,0,1948-08-04
S-2185,Timothy,Roberto,Aguirre,DDS,184.8,1,1942-03-21
S-2186,James,Reginald,Miller,DDS,177.1,0,1942-05-23
S-2187,Erin,Paul,Bates,MD,177.3,1,1944-03-23
S-2188,Edward,Andrea,Johnson,DVM,161.2,0,1946-06-08
S-2189,Kevin,Dominic,Reynolds,MD,180.8,0,1949-06-24
S-2190,Scott,Adam,Owens,PhD,170.9,0,1942-04-30
S-2191,Stephen,Tyler,Garrett,DVM,181.5,0,1948-12-17
S-2192,Chelsea,Penny,Hayes,II,161.8,1,1942-01-29
S-2193,Russell,Kevin,Williams,MD,182.2,0,1945-07-29
S-2194,Donna,Howard,Dawson,MD,184.0,1,1940-09-17
S-2195,Kathryn,Kenneth,Guerra,Jr.,179.8,0,1945-07-24
S-2196,Laura,Raymond,Wagner,MD,162.5,1,1943-12-29
S-2197,Maria,Veronica,Glover,DDS,171.7,0,1941-10-29
S-2198,Teresa,Daniel,Morales,III,178.0,0,1941-11-30
S-2199,Brooke,Anthony,Kim,DVM,176.6,1,1942-10-21
S-2200,Phillip,Kathryn,Savage,Jr.,172.0,0,1949-01-27
S-2201,Lindsay,Brian,Fox,Jr.,164.6,0,1941-06-12
S-2202,Alexandra,Steven,Whitaker,DDS,168.6,0,1943-02-18
S-2203,Zachary,Johnny,Hudson,III,176.8,0,1947-08-06
S-2204,Mark,Sarah,Lewis,Jr.,176.5,1,1944-04-17
S-2205,Samantha,Keith,Anderson,DDS,169.9,0,1944-05-30
S-2206,Andrew,Brianna,King,DVM,193.5,0,1943-02-24
S-2207,Robert,Tina,Herrera,IV,147.3,0,1946-03-07
S-2208,Maria,Angela,Hall,MD,174.8,0,1940-02-01
S-2209,Michael,Lisa,Doyle,DVM,174.9,1,1942-10-31
S-2210,Ryan,Robert,Parker,Jr.,162.9,0,1948-01-25
S-2211,Paige,Dakota,Hughes,DDS,173.3,0,1942-02-09
S-2212,TEST,,PATIENT,,182.6,0,1840-12-31
S-2213,Anthony,Stephen,Edwards,Jr.,180.0,0,1944-12-09
S-2214,Kevin,Robert,Anderson,Jr.,171.6,0,1946-01-20
S-2215,Kimberly,Jenna,Stewart,MD,184.1,1,1945-02-20
S-2216,Amanda,Michelle,Rose,Jr.,172.8,0,1943-11-30
S-2217,Sherry,Destiny,Harrell,Jr.,183.6,1,1944-05-16
S-2218,Lisa,Justin,Roberts,MD,185.9,1,1941-08-07
S-2219,Caleb,Christine,Mcneil,DVM,183.0,0,1940-05-04
S-2220,Nicole,Lindsay,Martin,III,165.7,1,1944-08-14
S-2221,Sara,Jeffrey,Snyder,DDS,166.9,1,1943-02-06
S-2222,Caitlyn,Douglas,Malone,DDS,162.6,0,1942-04-28
S-2223,Vickie,Susan,Guerrero,MD,174.6,0,1943-07-30
S-2224,Melissa,Erika,Ramos,Jr.,174.3,0,1941-07-08
S-2225,Paul,Oscar,Young,DDS,179.4,0,1949-01-31
S-2226,Sarah,James,Hill,MD,172.1,1,1940-10-12
S-2227,Gwendolyn,Anthony,Duran,Jr.,181.8,0,1941-06-18
S-2228,Manuel,Nicholas,Carpenter,DDS,171.4,1,1947-07-10
S-2229,Jason,Sierra,Baker,MD,163.7,1,1944-01-18
S-2230,Donald,Chad,Ingram,II,171.7,0,1941-10-14
S-2231,TEST,,PATIENT,,174.1,0,1840-12-31
S-2232,Kristin,Hannah,Johnson,MD,175.4,1,1947-11-20
S-2233,Shaun,Brittany,Stevens,MD,178.5,1,1940-04-29
S-2234,Kristi,Christian,Boone,DDS,173.6,0,1947-02-02
S-2235,Rebecca,Gina,Carter,MD,172.3,0,1943-08-01
S-2236,Richard,Tammy,Carter,Jr.,193.9,0,1946-05-11
S-2237,Heather,Richard,Larson,DDS,163.5,0,1943-09-16
S-2238,Brianna,Leonard,Brandt,Jr.,181.4,0,1945-07-30
S-2239,Brenda,Matthew,Fernandez,IV,180.4,1,1947-07-03
S-2240,Teresa,Jacob,Walker,Jr.,167.0,1,1943-10-26
S-2241,Anthony,Haley,Thompson,DDS,175.7,1,1946-02-02
S-2242,Ashley,Richard,Byrd,Jr.,177.0,0,1941-10-14
S-2243,Danielle,Mark,Martinez,DDS,171.5,1,1948-08-25
S-2244,Courtney,James,Gilbert,DVM,169.5,0,1948-02-17
S-2245,Johnny,Katelyn,Hall,DVM,175.8,0,1948-01-17
S-2246,Jason,Martin,Franco,DVM,169.2,1,1945-03-05
S-2247,Maria,Krista,Adams,MD,176.3,0,1949-12-01
S-2248,Raymond,Nicole,Mathews,MD,189.3,1,1947-09-02
S-2249,David,Michael,Ross,DDS,159.7,0,1944-05-16
S-2250,Tiffany,Candice,Bennett,III,164.8,0,1943-10-23
S-2251,Daniel,Nicholas,Elliott,MD,173.9,1,1948-07-01
S-2252,Kara,Kenneth,Fischer,MD,175.1,0,1949-12-19
S-2253,Travis,Brenda,Lewis,III,174.9,1,1946-03-16
S-2254,Edward,Leslie,Douglas,MD,185.9,1,1948-05-10
S-2255,Brianna,Alexandria,Scott,Jr.,166.4,1,1942-02-28
S-2256,Jonathan,Troy,Ryan,MD,171.6,1,1944-05-08
S-2257,Kevin,Amber,Ward,DDS,166.7,0,1944-02-29
S-2258,Erin,Elizabeth,Hester,Jr.,176.0,1,1947-02-14
S-2259,Lawrence,Carla,Thompson,MD,174.2,0,1944-07-19
S-2260,Christina,Jason,Allen,PhD,168.8,0,1944-08-01
S-2261,Victoria,Kathy,Mcintyre,MD,170.7,0,1947-04-04
S-2262,Michael,Joseph,Griffith,MD,162.2,1,1948-12-31
S-2263,Zachary,Jason,Eaton,IV,175.4,1,1943-06-03
S-2264,Danielle,Hayley,Padilla,DDS,172.3,1,1941-09-23
S-2265,Kara,Paula,Morris,DVM,181.0,1,1943-05-20
S-2266,William,Robert,Johnson,Jr.,168.6,1,1946-11-05
S-2267,Stephanie,Sarah,Pace,Jr.,171.4,0,1943-01-08
S-2268,Mary,Melinda,Parsons,MD,177.1,0,1942-07-07
S-2269,Molly,Andrew,Jones,PhD,190.2,1,1945-08-29
S-2270,Matthew,Tammy,Jackson,MD,172.1,1,1948-09-16
S-2271,Derek,Jason,Johnson,MD,173.7,0,1945-01-04
S-2272,Debbie,Cindy,Jackson,DDS,172.2,0,1947-11-20
S-2273,Amanda,Jeffrey,Elliott,DDS,170.4,1,1940-09-29
S-2274,Shawn,Kevin,Berry,PhD,164.2,0,1943-12-04
S-2275,William,Philip,Rosales,PhD,181.8,0,1946-11-20
S-2276,Tara,Catherine,Rodriguez,DVM,169.7,1,1944-01-07
S-2277,Ricardo,Michele,Brown,Jr.,179.7,0,1943-07-19
S-2278,Bill,Teresa,Melton,MD,180.3,0,1947-10-28
S-2279,Chloe,Andrew,Sanchez,MD,169.4,0,1947-11-28
S-2280,Robert,Keith,Mcdaniel,MD,173.9,0,1949-10-23
S-2281,Maria,Steven,Hale,MD,172.7,1,1943-11-16
S-2282,Timothy,Michael,Campos,II,170.8,1,1941-12-01
S-2283,Holly,Justin,Estrada,Jr.,170.2,1,1941-01-17
S-2284,Susan,Peggy,Garner,MD,184.6,1,1940-09-18
S-2285,Kendra,Lindsey,Phelps,MD,156.5,1,1945-03-22
S-2286,Dawn,Sarah,Fischer,MD,166.8,0,1941-04-14
S-2287,Carolyn,Michael,Oliver,DDS,171.1,0,1949-01-06
S-2288,Amanda,Monica,Leonard,Jr.,178.9,0,1949-11-16
S-2289,Jessica,Patricia,Goodwin,PhD,179.9,1,1944-08-26
S-2290,Martha,Zachary,Garcia,MD,169.8,1,1947-06-16
S-2291,Nicholas,Cody,Rosario,Jr.,183.3,0,1947-04-05
S-2292,Amanda,Joseph,Snyder,MD,175.6,0,1946-03-23
S-2293,Juan,John,Sanders,MD,174.0,0,1940-04-19
S-2294,Tamara,Jennifer,Cordova,DDS,172.3,0,1944-07-01
S-2295,Kevin,Christopher,Hill,Jr.,166.0,0,1940-01-23
S-2296,Michael,Hailey,Martinez,MD,181.1,0,1941-06-05
S-2297,Ryan,Crystal,Perry,MD,179.8,1,1946-02-03
S-2298,Sandra,Kristen,Clark,IV,177.4,0,1944-02-07
S-2299,Linda,Joshua,Lang,II,175.7,1,1941-08-08
S-2300,Nicholas,Lauren,Mcdaniel,MD,178.6,1,1947-08-11
S-2301,Nicole,Christian,Lawrence,Jr.,172.2,0,1945-10-16
S-2302,Philip,Erin,Rhodes,MD,178.0,1,1941-12-12
S-2303,Natalie,Sean,Sherman,Jr.,179.6,1,1947-12-17
S-2304,Casey,Kyle,Petty,MD,170.3,1,1949-07-16
S-2305,TEST,,PATIENT,,176.1,1,1840-12-31
S-2306,Heidi,Robert,Brown,PhD,174.2,0,1943-03-22
S-2307,Raymond,Kenneth,Mejia,DDS,185.1,1,1940-05-31
S-2308,Chelsea,Cole,Cruz,MD,177.7,1,1946-06-15
S-2309,Dustin,Kristina,Weaver,DDS,179.0,1,1947-12-12
S-2310,Kristine,Neil,Johnson,MD,178.7,0,1948-09-08
S-2311,Nathan,Jenny,Turner,Jr.,162.6,0,1940-02-05
S-2312,Melissa,Deanna,Gilbert,MD,193.4,1,1946-06-15
S-2313,Alexis,Timothy,Patterson,DVM,172.0,0,1949-01-02
S-2314,Lisa,Roy,Quinn,MD,168.1,1,1946-12-05
S-2315,Gina,Wendy,Barrett,DVM,162.9,0,1949-06-24
S-2316,David,Stacey,Schultz,MD,183.4,1,1949-02-02
S-2317,Kevin,Kimberly,Conner,DVM,174.9,0,1946-02-05
S-2318,Jessica,Joseph,Lawson,MD,164.6,0,1942-11-17
S-2319,Elizabeth,Megan,Johnson,Jr.,170.4,0,1943-01-25
S-2320,Brian,Miguel,Woods,II,173.8,1,1946-01-30
S-2321,Brian,Scott,Steele,PhD,178.8,0,1946-05-17
S-2322,Tanya,Gabriela,Roberts,II,180.9,1,1943-08-01
S-2323,Kristy,Ruben,Christensen,MD,172.9,0,1943-07-24
S-2324,Megan,Angela,Small,Jr.,171.5,1,1948-12-05
S-2325,Brooke,Edward,Giles,MD,180.0,1,1945-06-05
S-2326,Lee,Michael,Delacruz,DVM,188.9,0,1946-03-18
S-2327,Michael,Mia,Oconnor,PhD,180.1,0,1940-07-12
S-2328,Laura,Benjamin,Miller,MD,164.8,1,1940-11-06
S-2329,Curtis,Holly,Irwin,MD,181.3,0,1941-04-20
S-2330,William,Ryan,Wolfe,DDS,186.1,0,1949-04-18
S-2331,Katelyn,James,Joseph,Jr.,178.7,0,1947-10-03
S-2332,Brian,Adam,Stanton,II,180.5,0,1942-08-26
S-2333,James,Annette,Duke,MD,178.2,1,1945-07-31
S-2334,John,Stephen,Cook,DDS,170.8,0,1942-03-11
S-2335,Carla,Alexis,Glover,MD,184.3,1,1943-04-04
S-2336,Katherine,Betty,Jones,Jr.,173.6,1,1942-11-28
S-2337,Erin,Alison,Bass,MD,179.0,0,1940-06-23
S-2338,Trevor,Matthew,Nelson,MD,182.9,1,1944-01-02
S-2339,Alex,Alexander,Cross,PhD,175.1,0,1942-09-13
S-2340,Andre,Troy,Davis,Jr.,184.5,1,1945-06-07
S-2341,Eric,Seth,Allen,Jr.,182.2,1,1942-06-30
S-2342,Jillian,Mathew,Richardson,MD,166.6,0,1947-08-20
S-2343,Melissa,Jacqueline,Strickland,III,169.6,0,1945-11-18
S-2344,Scott,Scott,Patterson,Jr.,175.0,1,1945-05-28
S-2345,Anne,Brian,Watson,MD,170.6,0,1945-09-01
S-2346,Brian,Nicholas,Mcintosh,II,172.2,0,1949-12-03
S-2347,Becky,Catherine,Singleton,PhD,169.9,0,1944-11-18
S-2348,Marco,Thomas,Thompson,MD,186.5,0,1941-11-19
S-2349,Eric,James,Rose,PhD,192.5,1,1946-04-30
S-2350,Ralph,Tim,Shields,MD,179.1,0,1945-11-09
S-2351,Willie,Dominic,Rodriguez,DDS,189.5,1,1949-03-08
S-2352,Timothy,Kayla,Martinez,Jr.,173.5,1,1945-05-19
S-2353,Raymond,Melissa,Parker,PhD,163.0,0,1940-10-22
S-2354,Adam,Hannah,Johnson,DDS,174.2,0,1947-04-18
S-2355,Elizabeth,Michael,Walter,DDS,178.4,0,1947-12-21
S-2356,Matthew,Leroy,Hayden,DDS,168.3,1,1941-01-12
S-2357,Kristin,Lisa,Yang,MD,189.4,1,1941-01-24
S-2358,Curtis,Karen,Martin,III,172.1,1,1949-11-30
S-2359,Katherine,Michael,Garner,Jr.,175.6,0,1946-09-17
S-2360,Jennifer,Chris,Fuller,MD,177.1,0,1944-05-21
S-2361,Amy,Diana,Kim,DDS,166.5,1,1941-12-10
S-2362,Becky,Maria,Simpson,MD,186.6,1,1941-04-27
S-2363,David,Joanna,Townsend,MD,171.8,1,1945-11-27
S-2364,Meredith,Angelica,Fields,MD,170.2,0,1946-09-08
S-2365,David,William,Sparks,II,177.5,0,1942-05-10
S-2366,Matthew,Robert,Sosa,PhD,171.1,1,1947-03-13
S-2367,Cynthia,Kathryn,Grant,MD,175.7,1,1949-05-12
S-2368,Cheryl,Victoria,Mason,MD,172.6,0,1946-06-01
S-2369,Victor,Christopher,Hill,DDS,167.1,Y,1947-06-12
S-2370,Pamela,Brittany,Smith,MD,170.8,1,1949-11-25
S-2371,Jamie,Sarah,Henderson,MD,164.6,1,1940-09-20
S-2372,Christian,Chris,Hanna,DVM,172.0,1,1948-08-10
S-2373,Alexandra,Daniel,Pope,II,178.4,1,1941-04-15
S-2374,Veronica,David,Mcdaniel,Jr.,175.0,0,1948-06-06
S-2375,Amy,Leslie,Hansen,Jr.,198.0,0,1940-12-07
